City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Bubaque,GW,11.2833,-15.8333,79.66,84,98,13.42,overcast clouds
455,Marawi,PH,7.9986,124.2928,73.17,87,86,1.54,overcast clouds
456,Guararapes,BR,-21.2608,-50.6428,59.65,67,5,8.14,clear sky
457,Manggar,ID,-2.8833,108.2667,80.47,82,100,2.55,overcast clouds
458,Villacarrillo,ES,38.1156,-3.0848,62.56,45,6,1.59,clear sky
459,Mantua,IT,45.1667,10.7833,69.04,76,21,1.99,few clouds
460,Olafsvik,IS,64.8945,-23.7142,49.91,76,60,9.13,broken clouds
461,Saint-Augustin,CA,51.226,-58.6502,36.99,92,100,16.31,overcast clouds
462,Wangaratta,AU,-36.3667,146.3333,48.25,92,100,3.44,overcast clouds
463,Sitka,US,57.0531,-135.33,48.09,66,100,5.75,overcast clouds
464,Carballo,ES,43.213,-8.691,64.09,83,4,9.78,clear sky
465,Mongagua,BR,-24.0931,-46.6208,69.66,85,96,3.78,overcast clouds
466,Akdagmadeni,TR,39.6603,35.8836,45.95,73,8,1.88,clear sky
467,Jennings,US,38.7192,-90.2604,80.62,29,20,11.5,few clouds
468,River Falls,US,44.8614,-92.6238,69.67,56,38,10.8,scattered clouds
469,Salalah,OM,17.0151,54.0924,82.49,78,20,3.44,few clouds
470,Vyartsilya,RU,62.1764,30.693,38.03,87,100,6.53,overcast clouds
471,Gashua,NG,12.871,11.0482,86.18,21,67,8.59,broken clouds
472,Kansanshi,ZM,-12.0951,26.4273,61.45,66,100,5.99,overcast clouds
473,Gamboma,CG,-1.8764,15.8644,74.8,83,84,1.43,broken clouds
474,Bykivka,UA,50.2929,27.9831,42.49,70,43,4.32,scattered clouds
475,Mecca,SA,21.4267,39.8261,84.7,36,0,2.37,clear sky
476,Xining,CN,36.6167,101.7667,47.35,45,87,0.81,overcast clouds
477,Lupiro,TZ,-8.3833,36.6667,70.14,74,87,2.66,overcast clouds
478,Saint-Louis,SN,16.3333,-15.0,93.88,8,68,6.49,broken clouds
479,Challans,FR,46.8436,-1.8749,59.2,86,34,6.98,scattered clouds
480,Fairbanks,US,64.8378,-147.7164,50.02,59,75,1.99,broken clouds
481,Grand Gaube,MU,-20.0064,57.6608,72.37,76,79,1.99,broken clouds
482,Ust-Nera,RU,64.5667,143.2,35.49,90,100,5.61,overcast clouds
483,Igrim,RU,63.1906,64.4162,45.03,91,38,2.13,scattered clouds
484,Koumac,NC,-20.5667,164.2833,79.59,66,69,2.91,broken clouds
485,Ostroh,UA,50.3294,26.5143,44.08,67,40,0.74,scattered clouds
486,Tabou,CI,4.423,-7.3528,79.65,84,85,7.52,overcast clouds
487,Chapais,CA,49.7834,-74.8492,60.58,57,100,4.03,overcast clouds
488,Karoi,ZW,-16.8099,29.6925,55.47,80,22,5.03,few clouds
489,Anadyr,RU,64.75,177.4833,46.9,61,0,6.71,clear sky
490,Ende,ID,-8.8432,121.6623,78.57,88,67,2.89,broken clouds
491,Melita,CA,49.2681,-100.9967,64.54,42,69,6.53,broken clouds
492,Plainview,US,40.7765,-73.4673,69.66,79,75,10.36,broken clouds
493,Kozhevnikovo,RU,56.2589,83.9714,57.25,87,99,7.38,overcast clouds
494,Rocha,UY,-34.4833,-54.3333,52.74,86,99,19.71,overcast clouds
495,Denpasar,ID,-8.65,115.2167,78.46,88,20,1.14,few clouds
496,Eureka,US,40.8021,-124.1637,62.67,74,79,7.0,broken clouds
497,Mnogovershinnyy,RU,53.9353,139.9242,41.63,81,99,3.62,overcast clouds
498,Ko Samui,TH,9.5357,99.9357,83.23,78,100,14.52,overcast clouds
499,Kieta,PG,-6.2167,155.6333,83.14,71,96,0.92,overcast clouds
500,Dagestanskiye Ogni,RU,42.1159,48.192,61.11,71,100,3.29,overcast clouds
501,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,51.53,76,0,4.52,clear sky
502,Port Lincoln,AU,-34.7333,135.8667,58.03,70,97,5.57,overcast clouds
503,Omsukchan,RU,62.5333,155.8,33.01,92,100,7.94,overcast clouds
504,Samarai,PG,-10.6167,150.6667,80.98,71,20,1.19,few clouds
505,Panzhihua,CN,26.5851,101.7128,64.85,91,100,1.61,moderate rain
506,Okahandja,NA,-21.9833,16.9167,56.95,40,5,9.42,clear sky
507,Shimla,IN,31.1,77.1667,61.92,33,84,6.89,broken clouds
508,Christchurch,NZ,-43.5333,172.6333,62.42,90,60,4.61,broken clouds
509,Tinsukia,IN,27.5,95.3667,68.4,98,94,1.7,overcast clouds
510,Novikovo,RU,51.1537,37.8879,43.18,82,42,11.56,scattered clouds
511,Dondo,MZ,-19.6094,34.7431,65.59,92,42,5.5,scattered clouds
512,Gigmoto,PH,13.7796,124.39,82.35,81,100,9.15,overcast clouds
513,Omaruru,NA,-21.4333,15.9333,63.07,30,2,11.9,clear sky
514,Vung Tau,VN,10.346,107.0843,81.52,81,100,8.23,overcast clouds
515,Senanga,ZM,-16.1167,23.2667,57.07,56,1,6.69,clear sky
516,Diamantina,BR,-18.2494,-43.6003,61.84,82,37,3.04,light rain
517,Cairns,AU,-16.9167,145.7667,79.11,85,0,0.0,clear sky
518,Guerrero Negro,MX,27.9769,-114.0611,67.12,64,14,21.41,few clouds
519,Kristiansand,NO,58.1467,7.9956,43.32,81,100,6.91,overcast clouds
520,Sala,MA,34.0389,-6.8166,65.64,94,1,0.0,clear sky
521,Henties Bay,NA,-22.116,14.2845,66.99,57,57,2.68,broken clouds
522,Palu,ID,-0.8917,119.8707,78.06,90,85,2.95,overcast clouds
523,Puerto Escondido,MX,15.85,-97.0667,87.4,61,32,7.72,scattered clouds
524,Humaita,BR,-7.5061,-63.0208,74.48,99,100,2.13,overcast clouds
525,Ada,US,43.4166,-116.1262,77.29,36,0,15.99,clear sky
526,Otjiwarongo,NA,-20.4637,16.6477,57.96,36,2,14.12,clear sky
527,Catio,GW,11.2833,-15.25,79.81,83,100,7.05,overcast clouds
528,Kropotkin,RU,45.4375,40.5756,50.7,75,21,8.01,few clouds
529,Starotimoshkino,RU,53.7191,47.5312,47.75,93,100,10.09,light rain
530,Folldal,NO,62.1325,9.9968,31.14,81,3,4.34,clear sky
531,Porto Novo,BJ,6.4965,2.6036,81.03,85,71,5.46,broken clouds
532,Rzhev,RU,56.2624,34.3282,43.59,90,98,12.53,overcast clouds
533,Safranbolu,TR,41.2508,32.6942,52.09,82,3,0.78,clear sky
534,Hervey Bay,AU,-25.2986,152.8535,75.02,95,5,8.63,clear sky
535,Yar-Sale,RU,66.8333,70.8333,36.32,99,100,3.51,overcast clouds
536,Kenai,US,60.5544,-151.2583,57.02,35,0,18.41,clear sky
537,Inhambane,MZ,-23.865,35.3833,69.69,81,22,8.86,few clouds
538,Payao,PH,10.1833,122.95,81.23,79,97,3.13,overcast clouds
539,Atar,MR,20.5169,-13.0499,93.45,13,100,8.86,overcast clouds
540,Escanaba,US,45.7453,-87.0646,60.76,36,0,13.8,clear sky
541,Casper,US,42.8666,-106.3131,77.72,20,40,3.44,scattered clouds
542,Koper,SI,45.5469,13.7294,66.85,88,100,1.14,light rain
543,Gallup,US,35.5281,-108.7426,84.04,5,0,25.32,clear sky
544,Kununurra,AU,-15.7667,128.7333,69.78,88,0,2.3,clear sky
545,Kirakira,SB,-10.4544,161.9205,84.96,67,79,2.19,broken clouds
546,Yantzaza,EC,-3.8278,-78.7594,68.34,98,100,0.29,overcast clouds
547,Homer,US,59.6425,-151.5483,54.77,67,0,12.66,clear sky
548,Oussouye,SN,12.485,-16.5469,80.78,79,13,8.16,few clouds
549,Cravo Norte,CO,6.3017,-70.2041,79.72,81,100,5.12,moderate rain
550,Yatou,CN,37.15,122.3833,62.76,65,0,3.36,clear sky
551,Mareeba,AU,-17.0,145.4333,74.48,77,0,0.98,clear sky
552,Matadi,CD,-5.8167,13.45,76.42,94,96,3.09,overcast clouds
553,Svetlogorsk,BY,52.6333,29.7333,41.16,91,53,6.96,broken clouds
554,Edendale,ZA,-29.6528,30.3147,53.38,83,0,5.1,clear sky
555,Muli,MV,2.9167,73.5667,83.28,80,96,21.59,overcast clouds
556,Havre-Saint-Pierre,CA,50.2334,-63.5986,38.66,98,100,15.66,overcast clouds
557,Barisal,BD,22.7019,90.3711,81.77,87,100,9.71,overcast clouds
558,Funadhoo,MV,6.15,73.2667,82.71,79,98,27.69,light rain
559,Trindade,BR,-16.6494,-49.4889,73.15,87,14,5.35,few clouds
560,Ruidoso,US,33.3317,-105.673,86.14,33,43,19.8,scattered clouds
561,Hong Gai,VN,20.956,107.0946,71.51,80,88,2.8,overcast clouds
562,Manaure,CO,11.7751,-72.4445,87.91,60,94,14.25,overcast clouds
563,Kuminskiy,RU,58.6667,66.5667,50.68,92,96,1.77,overcast clouds
564,Sacramento,US,38.4666,-121.3177,85.32,37,0,10.36,clear sky
565,Omboue,GA,-1.5746,9.2618,78.66,89,98,4.54,overcast clouds
566,Camana,PE,-16.6228,-72.7111,66.07,80,9,10.42,clear sky
567,Matthews,US,35.1168,-80.7237,80.6,54,75,5.75,broken clouds
568,Bani Walid,LY,31.7566,13.9942,75.74,35,74,3.38,broken clouds
569,Arica,CL,-18.475,-70.3042,63.95,77,0,4.61,clear sky
570,Soplaviento,CO,10.3931,-75.1408,85.93,85,100,6.69,overcast clouds
571,Cedar City,US,37.6775,-113.0619,82.4,7,0,14.97,clear sky
572,Puerto Quijarro,BO,-17.7833,-57.7667,64.51,61,77,4.27,broken clouds
573,Ternate,ID,0.8,127.4,81.14,78,32,4.16,scattered clouds
574,Portland,US,45.5234,-122.6762,66.29,54,75,9.22,broken clouds
575,San Quintin,MX,30.4833,-115.95,65.62,69,0,16.91,clear sky
576,Muriwai Beach,NZ,-36.8167,174.45,70.36,85,87,13.47,overcast clouds
577,Juneau,US,58.3019,-134.4197,48.2,91,100,16.11,overcast clouds
578,Vanimo,PG,-2.6741,141.3028,82.31,78,25,5.28,scattered clouds
579,Sabang,ID,5.8933,95.3214,83.73,76,100,18.7,overcast clouds
580,Kutahya,TR,39.4242,29.9833,53.19,86,99,1.52,overcast clouds
581,Akyab,MM,20.15,92.9,83.48,79,89,4.68,overcast clouds
582,Vavozh,RU,56.7751,51.931,42.75,94,98,6.26,overcast clouds
583,Coahuayana,MX,18.7333,-103.6833,86.61,40,100,7.23,overcast clouds
584,Manokwari,ID,-0.8667,134.0833,82.53,68,47,5.3,scattered clouds
585,Galich,RU,58.3797,42.3475,43.77,98,92,5.06,overcast clouds
586,Ginir,ET,7.1333,40.7,55.29,91,3,6.33,clear sky
587,Gobabis,NA,-22.45,18.9667,58.05,44,63,11.48,broken clouds
588,Leshukonskoye,RU,64.8989,45.7622,36.77,69,100,8.37,overcast clouds
589,Kushima,JP,31.4583,131.2333,62.26,84,100,2.39,overcast clouds
590,Santa Rosalia,MX,27.3167,-112.2833,83.84,38,87,4.54,overcast clouds
591,Barra Do Garcas,BR,-15.89,-52.2567,78.3,59,74,8.75,broken clouds
592,Zhenlai,CN,45.8495,123.2973,63.28,27,88,6.82,overcast clouds
593,Kestel,TR,40.1983,29.2124,54.88,78,55,1.9,broken clouds
594,Raga,SS,8.4596,25.678,75.24,66,27,2.95,scattered clouds
595,Karymskoye,RU,51.6167,114.35,53.56,41,74,4.23,broken clouds
596,Vila,PT,42.0304,-8.1588,52.68,92,72,7.14,broken clouds
597,Tecoanapa,MX,16.5167,-98.75,86.58,58,11,12.41,few clouds
598,Zabaykalsk,RU,49.6333,117.3167,56.23,31,44,6.46,scattered clouds
599,Guasdualito,VE,7.2424,-70.7324,81.34,75,100,4.12,overcast clouds
600,Weatherford,US,32.7593,-97.7972,92.86,45,2,3.0,clear sky
601,Marrakesh,MA,31.6315,-8.0083,75.27,43,0,4.61,clear sky
602,Garissa,KE,-0.4536,39.6401,75.42,74,3,15.32,clear sky
603,Verkhnyaya Inta,RU,65.9811,60.3094,34.61,99,100,10.0,light snow
604,Tarakan,ID,3.3,117.6333,75.33,89,100,8.14,light rain
605,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,6.91,broken clouds
606,Manavalakurichi,IN,8.1333,77.3,78.94,89,100,12.15,overcast clouds
607,Watsa,CD,3.0372,29.5355,63.79,98,95,1.23,light rain
608,Koslan,RU,63.4564,48.8989,39.15,86,98,7.87,overcast clouds
609,Camopi,GF,3.1655,-52.3158,75.18,99,100,2.39,light rain
610,Jais,IN,26.25,81.5333,90.86,15,19,6.64,few clouds
611,Chama,CH,47.1821,8.4636,62.78,94,47,4.38,scattered clouds
612,Camacha,PT,33.0833,-16.3333,65.62,83,20,6.91,few clouds
613,Luderitz,NA,-26.6481,15.1594,73.53,29,4,5.06,clear sky
614,Vanderhoof,CA,54.0166,-124.0198,53.44,40,100,11.3,overcast clouds
615,Bristol,US,41.8334,-71.1662,72.95,81,40,10.0,scattered clouds
616,Severodvinsk,RU,64.5635,39.8302,35.71,77,43,10.54,scattered clouds
617,Coleraine,GB,55.1333,-6.6667,53.49,95,71,12.12,broken clouds
618,Zaysan,KZ,47.4667,84.8667,57.18,54,5,5.53,clear sky
619,Ballina,AU,-28.8667,153.5667,70.79,88,95,9.19,overcast clouds
620,Sakakah,SA,29.9697,40.2064,77.11,18,50,8.66,scattered clouds
621,Nushki,PK,29.5542,66.0215,72.3,18,0,2.8,clear sky
622,Alexandria,EG,31.2156,29.9553,67.6,73,0,7.2,clear sky
623,Sobolevo,RU,54.4299,31.8996,38.53,86,31,7.87,scattered clouds
624,Kabinda,CD,-6.1333,24.4833,70.2,69,33,2.91,scattered clouds
625,Utinga,BR,-5.8172,-35.3954,77.85,100,20,3.44,few clouds
626,Ilinskiy,RU,55.619,38.1182,46.74,87,100,8.99,light rain
627,Bikin,RU,46.8161,134.26,53.08,69,78,5.88,broken clouds
628,Okhotsk,RU,59.3833,143.3,32.47,99,100,13.65,light snow
629,Praia,CV,14.9215,-23.5087,79.34,50,0,24.16,clear sky
630,Tromso,NO,69.6496,18.957,33.82,80,75,3.44,broken clouds
631,Bonthe,SL,7.5264,-12.505,79.21,87,100,1.99,moderate rain
632,Port Hawkesbury,CA,45.6169,-61.3485,50.59,99,100,9.22,mist
633,Ingham,US,42.6,-84.3833,69.98,28,75,20.71,broken clouds
634,Mangrol,IN,21.1167,70.1167,83.12,65,6,14.54,clear sky
635,Dubai,AE,25.2582,55.3047,82.33,54,0,5.75,clear sky
636,Bayburt,TR,40.2589,40.2278,36.91,87,0,0.54,clear sky
637,Suntar,RU,62.1444,117.6319,42.98,84,100,2.1,overcast clouds
638,Puerto Rico,AR,-26.796,-55.024,45.91,83,2,2.46,clear sky
639,Manuk Mangkaw,PH,4.8,119.85,81.95,72,100,7.05,overcast clouds
640,Catamarca,AR,-28.4696,-65.7852,50.11,73,18,1.19,few clouds
641,Zeerust,ZA,-25.5369,26.0751,54.88,64,3,3.11,clear sky
642,Horlesti,RO,47.1167,27.3667,61.56,70,99,1.39,overcast clouds
643,Victor Harbor,AU,-35.5667,138.6167,54.0,84,62,8.43,broken clouds
644,Sur,OM,22.5667,59.5289,85.64,36,0,8.1,clear sky
645,Salina Cruz,MX,16.1667,-95.2,94.33,41,45,6.13,scattered clouds
646,Yantal,RU,56.8471,105.2542,55.92,81,100,5.55,light rain
647,Den Helder,NL,52.9599,4.7593,57.96,89,40,11.99,scattered clouds
648,Hillsborough,US,37.5741,-122.3794,73.98,75,75,27.63,mist
649,Abalak,RU,58.1286,68.5944,50.31,97,100,1.23,light rain
650,Plettenberg Bay,ZA,-34.0527,23.3716,68.67,32,0,8.23,clear sky
651,Yurimaguas,PE,-5.9,-76.0833,80.76,78,40,0.0,scattered clouds
652,Gamba,GA,-2.65,10.0,77.63,91,88,2.93,overcast clouds
653,Antalaha,MG,-14.9003,50.2788,71.49,86,25,6.67,scattered clouds
654,Pasni,PK,25.2631,63.471,81.99,78,0,14.52,clear sky
655,Ivanivka,UA,46.7208,34.553,58.89,50,100,5.53,overcast clouds
656,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,72,10,16.6,clear sky
657,Cap Malheureux,MU,-19.9842,57.6142,72.46,76,72,4.0,broken clouds
658,Palana,RU,59.1167,159.9667,34.02,90,100,4.23,overcast clouds
659,Mitsamiouli,KM,-11.3847,43.2844,79.09,71,0,6.64,clear sky
660,Dezhou,CN,37.4486,116.2925,67.75,22,43,13.09,scattered clouds
661,Cuilco,GT,15.4,-91.9667,76.75,56,94,0.87,overcast clouds
662,Inuvik,CA,68.3499,-133.7218,39.96,65,40,12.66,scattered clouds
663,Kudirkos Naumiestis,LT,54.7731,22.8631,36.84,77,0,7.05,clear sky
664,Channel-Port Aux Basques,CA,47.5702,-59.1367,42.71,84,100,20.29,overcast clouds
665,Kaeo,NZ,-35.1,173.7833,74.32,74,90,11.18,overcast clouds
666,Pavino,RU,59.1139,46.1414,41.95,94,53,3.09,broken clouds
667,Mehriz,IR,31.5917,54.4318,77.5,17,0,1.01,clear sky
668,Lufilufi,WS,-13.8745,-171.5986,85.78,74,58,11.45,broken clouds
669,Changji,CN,44.0167,87.3167,63.39,51,0,2.24,clear sky
670,Sabha,LY,27.0377,14.4283,77.11,15,8,7.56,clear sky
671,Mwanza,TZ,-2.5167,32.9,70.29,70,15,3.87,few clouds
672,Pangai,TO,-19.8,-174.35,78.91,53,20,11.5,few clouds
673,Buritis,BR,-15.6178,-46.4233,75.4,63,71,2.89,broken clouds
674,Llodio,ES,43.1432,-2.962,67.17,64,0,2.3,clear sky
675,Olinda,BR,-8.0089,-34.8553,82.13,78,40,6.91,scattered clouds
676,Whitley Bay,GB,55.0397,-1.4471,56.8,95,75,1.14,mist
677,The Valley,AI,18.217,-63.0578,80.74,78,20,12.66,few clouds
678,Samandag,TR,36.0842,35.9771,68.52,85,10,3.42,clear sky
679,Feni,BD,23.0186,91.41,79.79,92,95,7.58,overcast clouds
680,Saint-Francois,FR,46.4154,3.9054,60.24,88,0,2.3,clear sky
681,Progreso,MX,21.2833,-89.6667,87.91,67,0,13.06,clear sky
682,Wynyard,AU,-41.0,145.7167,51.98,79,20,13.47,few clouds
683,Sombrerete,MX,23.6333,-103.65,82.2,9,17,8.88,few clouds
